alipapa,7,7
aliparo,7,7
alipato,7,7
alipin,6,6
alipinin,8,8
alipores,8,8
alipunga,8,8
alipunya,8,8
alipusta,8,8
alipustain,10,10
alipuyo,7,7
alirang,7,7
alis,4,4
alis-is,6,7
alisaga,7,7
alisagsag,9,9
alisan,6,6
alisangsang,11,11
alisin,6,6
alisis,6,6
alisto,6,6
alit,4,4
alitan,6,6
alitaptap,9,9
alituntunin,11,11
alituntuning-panloob,19,20
aliw,4,4
aliw-iw,6,7
aliwalas,8,8
aliwan,6,6
aliwaswas,9,9
aliwin,6,6
alkaide,7,7
alkalay,7,7
alkalde,7,7
alkaldesa,9,9
alkali,6,6
alkampor,8,8
alkampurado,11,11
alkansia,8,8
alkansiya,9,9
alkansya,8,8
alkantarilya,12,12
alkawete,8,8
alkayde,7,7
alkila,6,6
alkilahan,9,9
alkilahin,9,9
alkitran,8,8
alkitranan,10,10
alkohol,7,7
alkoholik,9,9
alkoholiko,10,10
alkoholismo,11,11
alma,4,4
almagre,7,7
almanake,8,8
almasen,7,7
almendras,9,9
almete,6,6
almirante,9,9
almires,7,7
almirol,7,7
almirulan,9,9
almohada,8,8
almohadon,9,9
almoneda,8,8
almuhada,8,8
almuhadon,9,9
almuhasa,8,8
almuhasahin,11,11
almuranas,9,9
almusal,7,7
almusalin,9,9
almuwadon,9,9
almuwasa,8,8
almuwasahin,11,11
alo,3,3
alog,4,4
alok,4,4
alon,4,4
aloy,4,4
alpa,4,4
alpabeto,8,8
alpas,5,5
alpasan,7,7
alpiler,7,7
alpombra,8,8
alpombrahan,11,11
alporhas,8,8
als,3,3
alsa,4,4
alsahin,7,7
alta,4,4
alta-presyon,11,12
altapresyon,11,11
altar,5,5
alternatibo,11,11
altitud,7,7
aluan,5,5
alugbati,8,8
alugin,6,6
aluin,5,5
alukin,6,6
alulod,6,6
alulong,7,7
alulos,6,6
alulusan,8,8
alumana,7,7
alumanahin,10,10
alumihit,8,8
alumina,7,7
Aluminum,8,8
aluminyo,8,8
alumna,6,6
alumnay,7,7
alumney,7,7
alumno,6,6
alumpihit,9,9
alun-alon,8,9
alunan,6,6
alunig,6,6
alupihan,8,8
alusitha,8,8
alusithain,10,10
aluyan,6,6
alwagi,6,6
alwan,5,5
alwanan,7,7
alyado,6,6
alyansa,7,7
alyas,5,5
alyen,5,5
am,2,2
ama,3,3
ama-amahan,9,10
amag,4,4
amagin,6,6
amagong,7,7
amain,5,5
amak,4,4
amakin,6,6
amang,5,5
amang-panguman,13,14
amanos,6,6
amapola,7,7
amarilyo,8,8
amas,4,4
amasona,7,7
amatista,8,8
amatyur,7,7
amba,4,4
ambaan,6,6
ambag,5,5
ambagan,7,7
ambasador,9,9
ambi,4,4
ambil,5,5
ambilan,7,7
ambisiyon,9,9
ambisyon,8,8
ambisyosa,9,9
ambisyoso,9,9
ambon,5,5
ambos,5,5
ambulansiya,11,11
ambulog,7,7
ambunin,7,7
ambus,5,5
ambuwang,8,8
ambwang,7,7
amen,4,4
Amerika,7,7
amerikana,9,9
Amerikano,9,9
Amerisyum,9,9
amihan,6,6
amil,4,4
amilyaramyento,14,14
amin,4,4
amina,5,5
aminin,6,6
amiray,6,6
amirol,6,6
amis,4,4
amisin,6,6
amistad,7,7
amnesya,7,7
amnistia,8,8
amnistya,8,8
amo,3,3
amok,4,4
amol,4,4
among,5,5
amonya,6,6
amor,4,4
amor-propio,10,11
amor-propyo,10,11
amores,6,6
amoritis,8,8
amorseko,8,8
amortisasyon,12,12
amos,4,4
amot,4,4
amoy,4,4
amoy-amag,8,9
ampalaya,8,8
ampang,6,6
ampat,5,5
ampatin,7,7
ampaw,5,5
ampayer,7,7
ampayr,6,6
ampias,6,6
ampibyan,8,8
ampil,5,5
ampiteatro,10,10
ampiyas,7,7
ampiyon,7,7
amplipayer,10,10
ampolyas,8,8
ampon,5,5
ampunan,7,7
ampunin,7,7
amputasyon,10,10
ampyon,6,6
amu-amuin,8,9
amuin,5,5
amuk,4,4
amuki,5,5
amukiin,7,7
amusal,6,6
amusin,6,6
amutin,6,6
amuyan,6,6
amuyin,6,6
an-an,4,5
anabyong,8,8
anag-ag,6,7
anahaw,6,6
anak,4,4
anak-anakan,10,11
anak-araw,8,9
anak-dalita,10,11
anak-pawis,9,10
anakan,6,6
anaki,5,5
anakin,6,6
anaklang,8,8
anakle,6,6
anakonda,8,8
analisahin,10,10
analisis,8,8
analohiya,9,9
anan,4,4
anang,5,5
ananin,6,6
anarki,6,6
anarkiko,8,8
anarkismo,9,9
anarkista,9,9
anarkiya,8,8
anarkya,7,7
anas,4,4
anasan,6,6
anatomia,8,8
anatomiya,9,9
anatomya,8,8
anay,4,4
anayad,6,6
anayin,6,6
andaderas,9,9
andador,7,7
andam,5,5
andamyo,7,7
andamyuhan,10,10
andana,6,6
andanahan,9,9
andante,7,7
andap,5,5
andar,5,5
andas,5,5
anden,5,5
anderpas,8,8
andon,5,5
andoon,6,6
andoroon,8,8
anduka,6,6
andukha,7,7
andukhain,9,9
anekdota,8,8
anemik,6,6
anemika,7,7
anemya,6,6
anestesiko,10,10
anestesya,9,9
anestetik,9,9
anestetista,11,11
ang,3,3
ang-ang,6,7
anga,4,4
angal,5,5
angalan,7,7
angas,5,5
angat,5,5
angatin,7,7
angaw,5,5
anggarilyas,11,11
anggi,5,5
anggo,5,5
anggular,8,8
anggulo,7,7
anghang,7,7
anghangan,9,9
anghel,6,6
anghina,7,7
anghit,6,6
angi,4,4
angil,5,5
angilan,7,7
angis,5,5
angkak,6,6
angkakan,8,8
angkan,6,6
angkanan,8,8
angkas,6,6
angkasan,8,8
angkat,6,6
angkatan,8,8
angkatin,8,8
angkin,6,6
angkinin,8,8
angkla,6,6
angkop,6,6
angkora,7,7
angkupan,8,8
anglaw,6,6
anglawan,8,8
anglit,6,6
anglo,5,5
ango,4,4
angot,5,5
anhin,5,5
ani,3,3
aniban,6,6
anibersaryo,11,11
anidrita,8,8
anihan,6,6
anihin,6,6
aniko,5,5
anila,5,5
anilan,6,6
anilyo,6,6
anim,4,4
animado,7,7
animal,6,6
animas,6,6
animasyon,9,9
animo,5,5
aninag,6,6
aninagin,8,8
aninaw,6,6
aninawin,8,8
anino,5,5
aninuhan,8,8
anis,4,4
anit,4,4
anitan,6,6
anitin,6,6
anito,5,5
aniya,5,5
anlalawa,8,8
anlaw,5,5
anlawan,7,7
anluagi,7,7
anluwagi,8,8
ano,3,3
anod,4,4
anomalia,8,8
anomalo,7,7
anomalya,8,8
anoman,6,6
anomometro,10,10
anonima,7,7
anonimo,7,7
anos,4,4
anot,4,4
ansikot,7,7
ansikutero,10,10
anta,4,4
antabay,7,7
antabayanan,11,11
antak,5,5
antala,6,6
antalahin,9,9
antanda,7,7
antangan,8,8
Antartiko,9,9
antas,5,5
antas-antas,10,11
Antay,5,5
antayin,7,7
ante-sala,8,9
antem,5,5
antemano,8,8
antena,6,6
Anti-cristo,10,11
antibady,8,8
antibayotik,11,11
Anticristo,10,10
antidot,7,7
antidoto,8,8
antig,5,5
antigin,7,7
antigo,6,6
antiklina,9,9
antimano,8,8
Antimony,8,8
anting-anting,12,13
antipatia,9,9
antipatika,10,10
antipatiko,10,10
antipatiya,10,10
antipatya,9,9
antipolo,8,8
antiseptik,10,10
antiseptiko,11,11
antisipo,8,8
antitoksin,10,10
antitoksina,11,11
antok,5,5
antolohia,9,9
antolohiya,10,10
antot,5,5
antraks,7,7
antrasita,9,9
antropologo,11,11
antropolohia,12,12
antropolohiya,13,13
antukin,7,7
anu-ano,6,7
Anuba,5,5
anuhin,6,6
anuman,6,6
anunas,6,6
Anunsiyasyon,12,12
anunsiyo,8,8
anurin,6,6
anutin,6,6
anwal,5,5
anwang,6,6
anyaya,6,6
anyayahan,9,9
anyeho,6,6
anyo,4,4
anyuin,6,6
apa,3,3
apad,4,4
apahap,6,6
apain,5,5
apak,4,4
apakan,6,6
apalit,6,6
apalya,6,6
apanas,6,6
aparador,8,8
aparatista,10,10
aparato,7,7
aparin,6,6
aparisyon,9,9
apartment,9,9
apasyonado,10,10
apat,4,4
apat-apat,8,9
apatan,6,6
apatia,6,6
apatin,6,6
apatita,7,7
apatiya,7,7
apatnapu,8,8
apatya,6,6
apaw,4,4
apawan,6,6
apdo,4,4
apelahan,8,8
apelasyon,9,9
apelyido,8,8
apendiks,8,8
apendise,8,8
apendisitis,11,11
aperkat,7,7
api,3,3
api-apihan,9,10
apid,4,4
apidabit,8,8
apido,5,5
apihin,6,6
apinado,7,7
apinador,8,8
apinahin,8,8
apinasyon,9,9
apinidad,8,8
apirmatiba,10,10
apirmatibo,10,10
apisyon,7,7
apisyunada,10,10
apisyunado,10,10
apitong,7,7
aplaya,6,6
aplayan,7,7
aplikante,9,9
aplikasyon,10,10
aploramiyento,13,13
apo,3,3
apog,4,4
apokalipsis,11,11
apolohiya,9,9
apopleksi,9,9
aporo,5,5
aporohan,8,8
aportunado,10,10
apostol,7,7
apostolado,10,10
apostolika,10,10
apostoliko,10,10
apostrope,9,9
apoy,4,4
aprendis,8,8
aprentis,8,8
Aprika,6,6
Aprikano-o,9,10
aprobado,8,8
aprobahan,9,9
aprobasyon,10,10
aprobetsahan,12,12
aprobetsahin,12,12
aproksimahin,12,12
aproksimasyon,13,13
apropyasyon,11,11
apugan,6,6
apugin,6,6
apuhapin,8,8
apuin,5,5
apula,5,5
apulain,7,7
apurado,7,7
apurahan,8,8
apurahin,8,8
apuyan,6,6
apuyin,6,6
apyak,5,5
apyan,5,5
apyo,4,4
Arab,4,4
arabal,6,6
Arabe,5,5
Arabia,6,6
Arabika-ko,9,10
Arabya,6,6
arag-arag,8,9
arahan,6,6
aral,4,4
aralan,6,6
aralin,6,6
araling-pambahay,15,16
aransel,7,7
aranya,6,6
araro,5,5
araruhan,8,8
araruhin,8,8
aras,4,4
arastre,7,7
araw,4,4
araw-araw,8,9
araw-gabi,8,9
arawan,6,6
aray,4,4
arbitrahan,10,10
arbitrasyon,11,11
arbitro,7,7
arborial,8,8
arbularyo,9,9
area,4,4
areglado,8,8
areglahin,9,9
areglo,6,6
aregluhin,9,9
arena,5,5
arestado,8,8
arestahin,9,9
aresto,6,6
arestuhin,9,9
aretes,6,6
argolya,7,7
argolyahan,10,10
Argon,5,5
argumento,9,9
Arhentum,8,8
ari,3,3
ari-arian,8,9
Ariba,5,5
aribaybaho,10,10
ariin,5,5
arilyos,7,7
arimay,6,6
arimuhunan,10,10
arimuhunanin,12,12
arina,5,5
arindahin,9,9
aringkin,8,8
arinola,7,7
arirain,7,7
arisgado,8,8
aristokrasiya,13,13
aristokrasya,12,12
aristokrata,11,11
aristokratika,13,13
aristokratiko,13,13
aristokrato,11,11
arithmetika,11,11
aritmetika,10,10
aritmetiko,10,10
arka,4,4
arkanghel,9,9
arkeolohiya,11,11
arkila,6,6
arkilahin,9,9
arkipelago,10,10
arkitekto,9,9
arkitektura,11,11
arko,4,4
arkos,5,5
arktiko,7,7
arkuhan,7,7
armada,6,6
armado,6,6
armas,5,5
armasan,7,7
armi,4,4
armistisyo,10,10
armonia,7,7
armonya,7,7
armonyo,7,7
army,4,4
arnes,5,5
arnibal,7,7
arnibalan,9,9
arnis,5,5
Aro,3,3
arok,4,4
arosbalensiyana,15,15
aroskaldo,9,9
Aroy,4,4
arpa,4,4
Arsenic,7,7
arsobispado,11,11
arsobispo,9,9
arte,4,4
arteris,7,7
arteriya,8,8
arterya,7,7
artesyano,9,9
artihan,7,7
artiko,6,6
artikulante,11,11
artikulasyon,12,12
artikulo,8,8
artilyeria,10,10
artipisyal,10,10
artipisyo,9,9
artist,6,6
artista,7,7
artistik,8,8
artistiko,9,9
artisyano,9,9
artritis,8,8
artsipelago,11,11
aruga,5,5
arugain,7,7
arupel,6,6
aruro,5,5
arusbalensiyana,15,15
aruskaldo,9,9
Aruy,4,4
arya,4,4
aryahan,7,7
asa,3,3
asad,4,4
asada,5,5
asadahin,8,8
asado,5,5
asaduhin,8,8
asahan,6,6
asahar,6,6
asaharan,8,8
asak,4,4
asal,4,4
asal-demonyo,11,12
asalin,6,6
asalto,6,6
asam-asamin,10,11
asamblea,8,8
asambleista,11,11
asamin,6,6
asana,5,5
asanorya,8,8
asap,4,4
asarol,6,6
asarulin,8,8
asasin,6,6
asasinesyon,11,11
asasineysyon,12,12
asawa,5,5
asbesto,7,7
asbok,5,5
asegurahin,10,10
aselerador,10,10
asendero,8,8
Asensiyon,9,9
asenso,6,6
asensor,7,7
asento,6,6
asero,5,5
asesino,7,7
asesment,8,8
asesor,6,6
asetik,6,6
asetiko,7,7
asetilen,8,8
asetileno,9,9
asetisismo,10,10
aseyte,6,6
aseyte-de-kastor,14,16
Asia,4,4
Asian,5,5
Asiano,6,6
asid,4,4
asido,5,5
asignasyon,10,10
asignatura,10,10
asikaso,7,7
asikasuhin,10,10
asikot,6,6
asikutero,9,9
asilo,5,5
asim,4,4
asiman,6,6
asin,4,4
asinan,6,6
asinbato,8,8
asing-bato,9,10
asinorya,8,8
asintado,8,8
asintahin,9,9
asistensiya,11,11
asistensya,10,10
asistente,9,9
asistihan,9,9
asiwa,5,5
askad,5,5
askarid,7,7
askarides,9,9
askaris,7,7
asma,4,4
asmahin,7,7
asmatika,8,8
asmatiko,8,8
asnan,5,5
asngal,6,6
asngaw,6,6
asno,4,4
aso,3,3
asod,4,4
asog,4,4
Asoge,5,5
asosasyon,9,9
asosyasiyon,11,11
asosyasyon,10,10
asotea,6,6
aspaltado,9,9
aspalto,7,7
aspaltuhan,10,10
aspaltuhin,10,10
asparago,8,8
asparagus,9,9
aspiksiya,9,9
aspiksya,8,8
aspile,6,6
aspili,6,6
aspilihan,9,9
aspirante,9,9
aspirin,7,7
aspirina,8,8
asta,4,4
astaka,6,6
Astatin,7,7
asterisk,8,8
asterisko,9,9
astrologo,9,9
astrolohia,10,10
astrolohiya,11,11
astronaut,9,9
astronomer,10,10
astronomia,10,10
astronomiya,11,11
astronomo,9,9
astronomya,10,10
astropobya,10,10
asuang,6,6
asuangin,8,8
asugan,6,6
asuhin,6,6
asuhos,6,6
asukal,6,6
asukalan,8,8
asukalin,8,8
asukarera,9,9
asukarero,9,9
asul,4,4
asul-marino,10,11
asuleho,7,7
Asunsiyon,9,9
asunto,6,6
asuos,5,5
Asupre,6,6
asuran,6,6
asurin,6,6
asusena,7,7
asuwang,7,7
aswang,6,6
aswangin,8,8
aswela,6,6
Asya,4,4
Asyan,5,5
Asyano,6,6
asyenda,7,7
at,2,2
ata,3,3
atado,5,5
atag,4,4
atake,5,5
atakihan,8,8
atakihin,8,8
atalon,6,6
atang,5,5
atang-atang,10,11
atangan,7,7
atangya,7,7
atas,4,4
atasan,6,6
ataud,5,5
ataul,5,5
atay,4,4
atay-atay,8,9
ate,3,3
ateismo,7,7
ateista,7,7
atensiyon,9,9
atensyon,8,8
atento,6,6
ateo,4,4
ati,3,3
atig,4,4
atik,4,4
atikabo,7,7
atikha,6,6
atikhain,8,8
atim,4,4
atimin,6,6
atin,4,4
atinde,6,6
atindi,6,6
atindihin,9,9
atip,4,4
atis,4,4
atitud,6,6
Atlantik,8,8
Atlantiko,9,9
atlas,5,5
atleta,6,6
atletiks,8,8
atmospera,9,9
ato,3,3
atole,5,5
atom,4,4
atomik,6,6
atomika,7,7
atomo,5,5
atorni,6,6
atraksiyon,10,10
atraktiba,9,9
atraktibo,9,9
atras,5,5
atrasado,8,8
atrasan,7,7
atraso,6,6
atrasuhin,9,9
atrebido,8,8
atril,5,5
atropiya,8,8
atropya,7,7
atrosidad,9,9
atsara,6,6
atsarahin,9,9
atsoy,5,5
atsuete,7,7
atsuwete,8,8
atswete,7,7
atubili,7,7
atungal,7,7
atupag,6,6
atupagin,8,8
audisyon,8,8
audit,5,5
auditibo,8,8
auditin,7,7
auditor,7,7
auditoryum,10,10
augita,6,6
auksilyar,9,9
aumento,7,7
aumentuhan,10,10
aureola,7,7
ausensiya,9,9
Australia,9,9
Australian,10,10
Australiana,11,11
australiano,11,11
autentisidad,12,12
auto,4,4
autobiyograpiko,15,15
autobiyograpiya,15,15
autograp,8,8
autokrasya,10,10
autokrat,8,8
autokrata,9,9
autokratik,10,10
autokratiko,11,11
automatik,9,9
automatiko,10,10
automobil,9,9
autonomia,9,9
autopsi,7,7
autopsiya,9,9
autopsiyahin,12,12
autor,5,5
autoridad,9,9
autorisado,10,10
autorisahan,11,11
autorisasyon,12,12
aw-aw,4,5
awa,3,3
awak,4,4
awan,4,4
awang,5,5
awang-awa,8,9
awangan,7,7
awanggan,8,8
awangganin,10,10
awas,4,4
awasan,6,6
awasin,6,6
awat,4,4
awatan,6,6
awatin,6,6
away,4,4
awayan,6,6
awayin,6,6
awdisyion,9,9
awdit,5,5
awditibo,8,8
awditin,7,7
awditor,7,7
awditoryum,10,10
awit,4,4
awitan,6,6
awitin,6,6
Awrum,5,5
awto,4,4
awtobiyograpiko,15,15
awtobiyograpiya,15,15
awtobus,7,7
awtograp,8,8
awtokrasya,10,10
awtokrat,8,8
awtokrata,9,9
awtokratik,10,10
awtokratiko,11,11
awtomatik,9,9
awtomatiko,10,10
awtonomia,9,9
awtor,5,5
awtoridad,9,9
awtorisado,10,10
awtorisasyon,12,12
ay,2,2
aya,3,3
ayain,5,5
Ayan,4,4
ayap,4,4
ayaw,4,4
ayaw-ayaw,8,9
ayawan,6,6
ayina,5,5
ayo,3,3
ayon,4,4
ayos,4,4
aysing,6,6
Ayta,4,4
ayuan,5,5
ayuda,5,5
ayudahan,8,8
ayudante,8,8
ayun,4,4
ayunan,6,6
ayungin,7,7
ayuno,5,5
ayupin,6,6
ayusin,6,6
aywan,5,5
Ba,2,2
baak,4,4
baakin,6,6
baat,4,4
bab,3,3
baba,4,4
babaan,6,6
babaang-luksa,12,13
babad,5,5
babae,5,5
babaero,7,7
babag,5,5
babagan,7,7
babagin,7,7
babahaan,8,8
babahin,7,7
babaihin,8,8
babala,6,6
babalaan,8,8
babaran,7,7
babarin,7,7
babasagin,9,9
babasahin,9,9
babaw,5,5
babawan,7,7
babayaran,9,9
babero,6,6
babhin,6,6
babin,5,5
babor,5,5
baboy,5,5
baboy-damo,9,10
baboy-ramo,9,10
babuyan,7,7
babuyin,7,7
badeo,5,5
badigard,8,8
badminton,9,9
badya,5,5
badyahin,8,8
badyet,6,6
badyitin,8,8
bag,3,3
bag-ang,6,7
baga,4,4
bagabag,7,7
bagabagin,9,9
bagabundo,9,9
bagahe,6,6
bagakbak,8,8
bagal,5,5
bagalan,7,7
bagaman,7,7
bagamundo,9,9
bagang,6,6
bagansiya,9,9
bagansya,8,8
bagaso,6,6
bagay,5,5
